gp,min,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,pts_per_min
24,17.4,41.8,0.4,24.4,0.6,60.0,0.3,1.6,0.8,1.0,0.4,1.1,0,0.3045975260933758
77,22.6,46.0,0.9,40.1,0.7,71.2,0.9,2.3,0.9,0.7,0.2,0.8,0,0.2654866081917663
72,7.3,41.5,0.0,0.0,0.8,73.8,0.7,0.6,0.6,0.3,0.0,0.5,0,0.34246528429413114
49,7.3,36.4,0.0,22.2,0.6,66.0,0.2,0.4,1.4,0.3,0.1,0.9,1,0.3561638956658964
46,6.8,50.4,0.0,40.0,0.5,70.6,0.6,0.6,0.4,0.3,0.1,0.7,0,0.48529340398028825
43,6.8,34.9,0.0,11.1,0.2,56.3,0.3,0.3,1.7,0.5,0.1,0.4,1,0.23529377162680645
35,6.0,31.9,0.1,20.0,0.5,77.3,0.3,0.3,1.1,0.3,0.1,0.8,0,0.3166661388897685
51,5.7,47.4,0.0,0.0,0.7,78.3,0.4,1.0,0.2,0.2,0.0,0.5,1,0.3859642351504647
41,5.6,42.2,0.0,0.0,0.7,68.2,0.5,0.5,0.2,0.2,0.1,0.3,1,0.42857066326667276
82,39.6,43.2,0.4,25.4,2.5,77.4,1.5,3.4,10.6,2.5,0.1,3.1,1,0.34343425670852096
61,35.6,47.7,0.2,30.8,2.7,81.9,0.7,1.6,7.1,1.5,0.1,3.0,1,0.3876403405504661
58,22.6,43.7,0.3,29.0,1.0,65.6,0.6,2.0,3.2,0.6,0.3,1.0,0,0.3185839298301195
55,32.9,47.5,0.0,0.0,2.4,67.9,2.4,5.5,1.3,1.1,0.5,2.2,1,0.4498478875842287
67,31.7,43.9,0.2,33.3,2.1,87.9,1.0,2.4,6.4,1.7,0.1,2.5,1,0.39116706903247034
42,27.1,40.7,0.1,20.0,1.1,83.3,1.2,3.2,2.3,0.9,0.4,1.8,1,0.28044270094365276
35,24.5,35.6,0.4,22.4,1.4,72.7,1.6,1.8,1.7,0.8,0.6,1.8,1,0.4244896226572969
35,24.5,35.6,0.4,22.4,1.4,72.7,1.6,1.8,1.7,0.8,0.6,1.8,1,0.4244896226572969
82,24.2,50.1,0.0,20.0,2.4,60.4,2.0,4.3,1.0,0.7,1.5,1.7,1,0.48347087459881216
80,24.0,46.1,0.1,20.8,2.2,83.9,0.5,1.9,5.5,1.3,0.3,1.8,1,0.38333317361117764
81,22.6,50.1,0.0,0.0,1.4,62.6,1.9,3.6,1.1,0.6,0.7,1.1,1,0.34070781384610005
82,22.4,48.8,0.7,35.5,1.8,80.1,1.2,1.2,1.6,0.7,0.2,1.2,1,0.44642837213019104
61,22.4,40.4,0.2,26.7,2.1,74.0,1.0,1.3,1.9,0.9,0.4,1.9,1,0.4285712372449834
66,21.7,48.2,0.0,0.0,1.3,51.2,1.5,2.5,1.2,0.7,0.5,1.6,1,0.39631318142249705
59,22.2,42.3,0.8,33.8,1.9,81.5,0.7,3.0,1.6,0.5,0.8,0.8,0,0.3603601980359468
79,20.9,46.3,0.1,17.4,1.3,57.6,1.5,2.3,2.1,1.1,0.7,1.7,1,0.3779902497654308
82,20.8,49.1,0.1,36.7,2.1,77.2,1.4,2.6,1.3,0.8,0.8,1.3,1,0.40865364968574536
79,20.6,39.0,0.0,18.8,0.7,78.4,0.4,1.3,5.1,1.6,0.0,1.3,1,0.2427183287775103
78,20.5,42.8,0.0,0.0,1.9,72.5,1.2,3.0,1.4,0.7,0.3,1.4,1,0.395121758477191
24,17.5,39.1,0.4,38.5,1.2,72.5,0.1,1.0,2.9,1.0,0.1,1.0,0,0.2971426873470358
39,16.5,45.9,0.0,0.0,1.4,87.1,1.5,3.0,0.8,0.3,0.1,0.9,1,0.3454543360882812
75,15.0,43.0,0.0,0.0,1.4,70.7,0.7,2.2,0.9,0.5,0.9,1.6,0,0.37333308444461033
79,14.6,53.2,0.0,0.0,0.9,64.0,1.3,2.1,0.5,0.4,0.3,0.7,1,0.24657517357864825
58,13.1,37.4,0.1,24.0,0.4,71.9,0.3,0.7,3.1,0.3,0.1,1.0,0,0.20610671289563903
49,11.9,44.6,0.0,0.0,0.8,72.2,0.2,0.4,1.2,0.4,0.0,1.0,0,0.4453777769934647
70,10.3,49.6,0.0,23.1,0.7,80.6,0.7,1.3,0.7,0.3,0.6,0.8,1,0.40776659440136465
40,9.5,42.2,0.1,20.0,0.7,89.7,0.1,0.6,1.5,0.1,0.1,0.6,0,0.39999957894781163
55,9.3,47.4,0.0,0.0,0.7,56.3,1.3,1.3,0.4,0.2,0.3,0.6,1,0.3333329749107797
59,8.7,47.0,0.0,0.0,0.4,73.5,0.3,0.4,1.7,0.6,0.0,0.9,0,0.2873559915448373
44,8.3,40.4,0.0,0.0,0.4,81.0,0.1,0.5,2.0,0.4,0.0,0.9,0,0.2891562781249661
49,8.3,46.6,0.0,0.0,0.8,70.2,0.6,0.7,0.5,0.3,0.3,0.6,1,0.5421680214843114
44,7.6,38.5,0.0,0.0,0.2,44.4,0.5,1.3,0.4,0.2,0.3,0.5,0,0.14473665166230046
41,6.6,36.7,0.0,0.0,0.5,66.7,0.6,1.1,0.5,0.1,0.3,0.6,0,0.2878783516994671
36,6.3,37.5,0.1,28.6,0.2,61.5,0.1,0.3,0.6,0.2,0.0,0.5,1,0.2063488788113035
45,19.9,37.7,0.5,37.3,0.7,74.4,0.4,1.4,2.7,0.5,0.2,0.9,0,0.31155763238309936
50,6.2,31.0,0.0,0.0,0.6,60.4,0.3,0.7,0.3,0.3,0.1,0.4,0,0.2741931061401514
82,37.4,45.5,0.2,21.3,4.7,68.4,2.1,2.7,4.8,2.5,1.0,4.2,1,0.6122993015242508
82,36.0,46.8,0.6,35.5,2.7,74.7,2.0,6.2,3.6,1.1,0.2,2.6,1,0.5222220771605341
80,33.9,48.5,0.0,0.0,3.7,74.5,2.8,5.1,1.9,0.7,2.1,1.7,1,0.4306783390329383
80,33.7,53.8,0.0,0.0,3.5,69.6,1.9,6.2,3.8,0.6,0.8,3.1,1,0.4658752326779724
71,27.8,47.5,0.0,0.0,1.2,61.7,1.4,3.2,8.2,1.8,0.6,2.2,1,0.19064741343618222
68,25.3,49.1,0.0,0.0,2.1,75.7,1.7,3.2,1.1,0.7,0.7,1.1,1,0.4110670311988019
63,25.2,53.1,0.0,0.0,3.0,64.9,2.2,2.7,1.7,0.6,0.6,2.4,0,0.6309521305745514
78,22.7,45.4,0.1,22.2,1.8,64.6,1.7,3.0,2.4,1.6,0.4,1.6,1,0.40528616507217397
80,19.8,39.6,0.7,31.9,0.6,77.0,0.5,1.5,0.7,0.9,0.1,0.3,0,0.29797964748502653
80,21.9,45.5,0.0,20.0,1.6,72.8,1.9,2.7,1.3,0.6,0.8,1.1,1,0.388127676654029
77,20.9,43.0,0.2,25.0,1.9,74.1,0.9,1.1,2.0,1.2,0.3,1.7,1,0.42105243011845456
81,20.8,43.7,0.2,29.8,1.9,80.1,0.7,1.4,3.6,0.8,0.0,1.5,1,0.4951920696191973
50,19.6,39.7,0.0,0.0,1.0,58.1,1.6,3.3,1.1,0.4,0.7,1.7,1,0.3418365602874692
80,19.5,45.4,0.2,27.9,1.2,77.7,0.5,1.8,4.5,0.9,0.1,1.9,1,0.2717947324129577
75,18.7,46.7,0.0,33.3,1.3,67.6,2.4,4.7,0.7,0.8,1.1,1.4,1,0.4010693042410138
67,18.2,40.8,0.3,32.9,1.4,83.3,0.5,1.3,3.0,0.6,0.1,1.6,1,0.37912067081281825
82,17.8,56.2,0.0,0.0,1.3,61.4,1.3,2.3,0.7,0.5,1.5,0.9,1,0.297752641711999
64,17.3,49.0,0.0,22.2,1.0,66.3,1.1,2.2,1.2,0.3,0.4,0.9,1,0.4566471348860492
68,15.1,58.1,0.0,0.0,1.3,72.7,1.5,2.8,0.5,0.5,0.5,1.4,1,0.4370858032544349
77,15.0,54.5,0.0,0.0,1.0,58.7,2.1,2.2,0.7,0.5,0.6,1.2,1,0.43333304444463705
68,14.8,45.6,0.0,8.3,1.6,74.3,1.1,2.4,1.3,0.3,0.2,1.0,1,0.44594564463132114
77,14.3,47.6,0.0,0.0,1.4,63.2,1.1,2.4,0.5,0.3,0.4,1.1,1,0.3636361093453781
66,14.2,47.1,0.0,0.0,1.4,69.3,1.1,1.9,0.8,0.6,0.2,0.7,1,0.3098589367190587
67,13.6,42.3,0.1,25.0,0.5,72.9,1.0,1.6,1.8,0.6,0.3,0.9,0,0.3382350454154078
65,13.5,47.6,0.0,0.0,1.4,68.7,1.2,2.3,0.4,0.3,0.3,1.2,1,0.39999970370392324
65,13.2,41.3,0.1,35.0,0.8,76.9,0.6,1.0,1.1,0.7,0.3,0.8,0,0.378787591827582
62,13.2,52.7,0.0,0.0,0.7,63.9,1.1,2.3,0.4,0.3,0.1,0.9,1,0.31818157713516887
64,13.1,45.0,0.1,23.5,1.2,70.1,0.7,1.0,1.3,0.4,0.1,0.9,0,0.4198470077503758
59,12.9,54.4,0.0,0.0,0.8,64.9,1.2,1.7,1.0,0.3,0.5,1.0,1,0.4341081906138057
70,18.2,65.9,0.0,0.0,1.7,62.6,1.4,3.0,0.9,0.7,0.8,1.1,0,0.4065931831905587
62,11.5,44.1,0.3,32.0,0.8,79.7,0.7,1.0,0.7,0.4,0.1,0.9,1,0.5043473875240109
35,11.0,39.3,0.0,0.0,0.5,35.3,1.0,1.9,0.5,0.2,0.2,1.1,0,0.34545423140524417
42,11.0,38.0,0.1,33.3,0.5,75.0,0.3,0.5,1.0,0.6,0.1,0.7,0,0.2999997272729752
59,10.7,41.1,0.0,4.5,1.1,86.8,0.6,0.6,0.5,0.3,0.1,0.8,1,0.4672892829072123
45,10.4,48.6,0.0,0.0,0.2,60.0,0.7,1.0,0.6,0.2,0.2,0.4,0,0.4038457655329178
67,9.5,42.6,0.3,28.3,0.4,78.9,0.4,0.7,0.9,0.4,0.1,0.7,1,0.515788930748494
60,8.7,46.8,0.0,0.0,0.7,69.0,0.6,0.8,0.7,0.3,0.3,0.6,1,0.4367811071481527
41,8.3,42.7,0.0,0.0,0.7,75.0,0.6,0.7,1.1,0.3,0.0,0.6,0,0.37349352591141455
62,8.0,43.6,0.0,0.0,0.9,74.6,0.6,1.3,0.4,0.1,0.1,0.6,1,0.4624994218757227
43,6.7,37.8,0.1,20.0,1.0,63.6,0.3,0.7,0.8,0.3,0.1,0.8,0,0.5074619291612997
53,10.1,45.5,0.0,0.0,0.6,60.8,0.7,1.5,0.3,0.1,0.6,0.6,0,0.20792058621724138
54,6.0,33.8,0.2,31.0,0.3,63.0,0.1,0.5,0.6,0.2,0.0,0.5,0,0.38333269444550927
50,35.4,47.4,0.0,0.0,4.5,73.9,2.5,6.5,2.0,1.1,2.1,3.4,0,0.5649715918159345
82,33.0,49.0,0.0,20.0,3.0,68.7,3.7,4.2,2.4,1.2,0.5,3.0,1,0.5181816611570723
81,30.6,49.6,0.0,0.0,2.4,48.1,2.1,6.7,2.9,1.3,0.5,3.4,1,0.48692794544838386
81,28.1,51.5,0.0,0.0,2.0,68.4,2.4,4.9,1.0,0.4,0.5,2.3,1,0.523131486430076
79,26.4,49.0,0.0,33.3,2.9,74.6,2.0,5.6,1.0,0.8,2.6,1.8,1,0.4204543861915204
55,25.3,46.3,0.1,18.5,3.4,89.6,0.8,1.3,1.9,1.3,0.4,1.4,1,0.5533594650753102
81,25.0,46.8,0.1,28.0,1.6,55.7,1.1,1.4,2.0,0.8,0.1,1.9,1,0.49999980000008
82,23.9,48.1,0.1,31.3,2.3,79.8,0.7,0.7,4.8,0.8,0.1,1.9,1,0.3933052747676675
82,17.3,42.6,0.0,0.0,1.8,73.0,1.4,2.9,1.1,0.5,0.5,1.1,0,0.34682060877421456
77,23.0,51.9,0.0,0.0,2.3,66.2,3.3,5.3,1.7,0.9,0.4,2.3,1,0.41739112287342484
82,20.7,50.7,0.0,0.0,1.9,60.7,2.1,3.6,0.7,0.5,0.8,1.4,1,0.40096598987150256
58,20.6,46.6,0.0,22.2,1.3,78.1,2.0,4.1,1.2,0.5,0.6,1.3,0,0.35922312659071526
80,20.0,55.8,0.0,0.0,2.1,67.3,1.2,2.7,1.1,0.9,0.5,1.9,1,0.42499978750010625
82,18.8,53.9,0.0,16.7,1.2,61.1,2.0,2.7,0.7,0.6,0.6,1.2,1,0.34042535083757935
71,18.6,45.6,0.0,0.0,1.2,53.1,1.6,2.5,0.6,0.4,0.1,1.2,1,0.25268803618922786
64,17.1,46.9,0.0,0.0,1.4,64.7,1.7,2.6,0.3,0.5,0.1,1.1,1,0.45029213433208515
79,15.6,48.3,0.0,18.2,2.7,78.5,0.3,1.2,4.3,1.0,0.1,2.0,1,0.49999967948738494
79,15.4,47.4,0.2,31.0,1.6,80.6,0.4,1.0,2.5,1.0,0.0,1.3,1,0.4610386616632067
34,17.1,42.7,0.6,31.0,1.0,59.6,1.1,2.2,0.5,0.5,0.5,1.2,0,0.40935648575644107
71,16.5,45.7,0.3,31.1,0.6,61.1,0.3,1.6,2.9,0.9,0.1,1.4,0,0.29696951698817153
78,15.0,47.2,0.0,9.1,1.0,61.9,1.2,1.9,1.1,1.0,0.8,1.2,0,0.3133331244445837
76,14.9,48.1,0.1,27.0,1.0,78.5,0.6,1.2,3.5,0.9,0.0,1.4,0,0.3691272690421013
80,14.8,46.5,0.0,0.0,1.2,72.3,1.4,3.3,0.6,0.3,0.4,1.3,1,0.35135111395195
68,12.7,40.9,0.0,17.6,0.7,58.3,0.7,0.9,0.9,0.4,0.1,0.9,0,0.4094484964972469
64,12.7,52.8,0.0,0.0,0.6,43.5,1.4,2.4,0.3,0.2,0.3,0.9,0,0.3228343914689831
64,12.7,52.8,0.0,0.0,0.6,43.5,1.4,2.4,0.3,0.2,0.3,0.9,0,0.3228343914689831
53,10.8,60.4,0.0,0.0,0.3,42.5,0.9,1.9,0.3,0.4,0.4,0.4,0,0.2592590192046118
66,10.5,48.0,0.0,0.0,0.7,85.2,0.6,0.9,0.8,0.3,0.1,0.9,0,0.4761900226761689
77,16.0,38.4,0.7,32.0,0.4,75.6,0.2,1.4,0.9,0.4,0.2,0.6,0,0.28124982421885986
45,10.4,40.8,0.1,20.0,0.3,60.0,0.1,0.9,1.8,0.4,0.1,1.1,0,0.3557688886837609
45,10.2,38.3,0.0,11.1,0.4,51.4,0.3,0.4,1.5,0.8,0.1,0.9,0,0.3431369184932172
64,10.0,45.5,0.0,0.0,1.2,72.8,0.2,0.8,1.2,0.4,0.1,0.7,1,0.42999957000043
55,9.2,44.4,0.0,50.0,1.1,55.8,0.7,0.8,1.6,0.8,0.3,0.9,1,0.4021734758983958
57,8.5,44.2,0.0,20.0,0.9,92.6,0.4,0.6,0.9,0.4,0.1,0.6,1,0.5294111418692449
36,7.6,55.7,0.0,0.0,0.7,66.7,0.4,0.7,0.2,0.1,0.2,0.5,0,0.44736783241074685
57,7.6,36.4,0.0,25.0,1.1,92.9,0.2,0.6,1.2,0.3,0.1,0.9,1,0.4210520775630559
48,6.9,40.7,0.0,0.0,0.6,79.5,0.8,1.3,0.3,0.1,0.2,0.8,1,0.46376744381529883
75,15.1,30.8,0.4,26.4,0.4,64.4,0.3,1.1,3.2,0.9,0.1,1.2,0,0.18543034077460877
82,38.3,51.5,0.1,17.3,7.7,84.5,2.0,4.5,5.9,2.4,0.8,3.5,1,0.7362922359550298
80,31.1,47.0,0.0,0.0,3.3,76.7,1.9,2.2,3.1,1.2,0.1,2.5,1,0.4533760600076977
76,29.2,53.7,0.0,0.0,2.1,71.1,2.7,5.9,2.8,0.7,2.7,2.3,1,0.34246563614190545
82,28.6,54.5,0.0,16.7,3.6,73.3,3.2,5.3,1.9,1.2,1.0,2.5,1,0.48951031835303555
82,28.3,47.1,0.1,25.0,2.4,82.0,2.3,5.1,1.6,0.8,0.8,1.2,1,0.38869244215814763
80,25.8,44.6,0.1,20.0,1.8,82.9,0.4,1.7,4.4,1.3,0.1,2.1,1,0.3410851391142872
79,24.7,51.1,0.0,0.0,1.4,78.4,2.0,3.8,0.5,0.5,1.1,1.5,1,0.42914962382606325
82,23.4,60.0,0.0,0.0,2.8,62.0,2.3,4.5,1.4,0.4,0.5,2.3,1,0.5470083132443107
82,21.8,46.7,0.0,22.2,1.5,65.7,2.2,4.2,0.4,0.4,0.6,1.3,1,0.42660530889664733
75,21.5,54.3,0.0,0.0,1.3,73.7,1.7,3.5,0.7,0.6,0.4,1.1,1,0.3302324045430676
79,21.3,49.8,0.1,36.4,1.6,73.4,1.5,1.9,3.5,1.6,0.3,2.1,1,0.4319246798475681
78,20.3,55.7,0.0,0.0,2.4,71.5,1.9,3.2,1.0,0.2,0.4,1.5,1,0.4581278531389886
78,20.1,52.0,0.0,0.0,2.3,64.8,1.8,3.3,1.6,0.6,0.8,1.8,1,0.4179102398456518
78,20.1,52.0,0.0,0.0,2.3,64.8,1.8,3.3,1.6,0.6,0.8,1.8,0,0.4179102398456518
78,20.1,52.0,0.0,0.0,2.3,64.8,1.8,3.3,1.6,0.6,0.8,1.8,0,0.4179102398456518
29,16.4,31.7,0.7,31.1,0.4,50.0,0.3,1.1,1.4,0.6,0.2,1.0,1,0.22560961853072045
29,16.4,31.7,0.7,31.1,0.4,50.0,0.3,1.1,1.4,0.6,0.2,1.0,0,0.22560961853072045
29,16.4,31.7,0.7,31.1,0.4,50.0,0.3,1.1,1.4,0.6,0.2,1.0,0,0.22560961853072045
72,19.8,45.4,0.0,0.0,1.1,85.9,1.2,1.8,1.5,0.4,0.1,1.3,1,0.2929291449852803
82,19.3,46.0,0.0,0.0,1.4,67.8,1.8,1.7,1.9,0.7,0.1,1.4,1,0.3419687347312255
62,19.3,52.8,0.0,33.3,1.6,78.9,1.3,2.5,1.3,0.5,1.3,1.7,1,0.41450755724997035
78,18.7,45.3,0.3,35.1,1.3,75.4,0.5,1.4,3.1,1.0,0.1,1.4,1,0.3796789413481597
75,18.7,47.0,0.0,0.0,1.2,47.4,1.4,3.0,0.5,0.5,0.5,1.9,1,0.36363616917851915
82,18.2,47.1,0.0,18.2,1.7,73.6,0.3,1.0,5.1,1.3,0.1,1.8,1,0.30769213863069306
74,17.3,45.9,0.1,16.0,1.4,81.0,0.5,1.0,1.7,0.6,0.2,1.1,0,0.41040438704948723
74,17.0,46.0,0.0,18.8,0.7,71.1,0.5,1.3,2.9,1.0,0.2,1.3,0,0.25882337716271936
54,17.0,49.8,0.0,0.0,1.2,54.1,1.6,3.3,0.3,0.4,0.3,1.2,1,0.32352922145339913
74,15.1,47.8,0.0,0.0,0.7,73.3,1.2,2.5,0.5,0.2,0.2,1.0,0,0.3377481206966088
36,14.4,43.1,0.0,50.0,1.1,82.0,1.1,1.4,0.9,0.3,0.2,0.9,1,0.4027774980711819
78,14.3,49.2,0.0,0.0,1.1,66.9,1.0,2.4,1.3,0.4,0.2,1.3,1,0.3426571030369909
67,13.3,58.9,0.0,0.0,0.5,39.8,1.0,2.6,0.8,0.5,0.8,0.9,0,0.2781952795524214
59,12.8,41.6,0.0,0.0,1.2,70.6,0.8,1.3,1.4,0.3,0.2,1.3,0,0.3984371887209463
77,12.4,47.8,0.0,0.0,1.5,64.6,1.2,1.4,0.8,0.6,0.4,0.9,1,0.49193508714912326
53,12.3,32.6,0.0,0.0,0.4,56.4,1.0,2.1,0.4,0.2,0.8,0.8,0,0.1219511203649428
60,11.9,48.6,0.0,0.0,0.8,75.8,0.7,1.7,0.5,0.2,0.5,1.2,1,0.26890733705265796
56,11.2,49.6,0.0,0.0,1.0,80.0,0.7,0.9,0.4,0.5,0.1,1.2,1,0.4999995535718272
63,10.8,38.3,0.0,22.2,0.6,75.5,0.4,0.6,1.4,0.5,0.1,1.1,0,0.37962927812103875
66,10.6,39.7,0.0,25.0,1.0,70.7,0.8,1.2,0.4,0.2,0.2,0.8,0,0.3584902278394077
51,10.5,44.0,0.0,0.0,0.5,75.0,0.8,0.8,0.7,0.2,0.2,0.6,0,0.36190441723388833
60,9.2,36.7,0.0,0.0,0.5,50.9,0.7,0.9,0.4,0.4,0.1,0.7,0,0.36956481569041777
59,9.1,37.3,0.0,0.0,0.7,76.5,0.6,0.7,0.9,0.5,0.2,0.6,1,0.36263696413520424
51,9.0,48.2,0.0,0.0,0.8,64.2,0.6,0.8,0.3,0.2,0.3,0.7,0,0.4999994444450617
47,8.9,38.3,0.0,0.0,1.1,68.8,0.2,0.4,0.4,0.5,0.1,0.7,0,0.47190958212406503
38,7.1,37.3,0.1,13.3,0.5,69.2,0.1,0.4,1.2,0.2,0.0,0.7,1,0.4507035905583232
43,7.1,41.5,0.0,0.0,0.3,52.0,0.6,0.8,0.6,0.2,0.1,0.4,0,0.2957742313038996
39,6.9,41.2,0.0,0.0,0.3,50.0,0.5,1.5,0.3,0.2,0.3,0.4,0,0.18840552404996516
39,6.0,41.9,0.1,36.4,0.5,67.7,0.4,0.5,0.7,0.1,0.1,0.8,0,0.5499990833348611
38,4.7,38.8,0.0,0.0,0.4,88.2,0.2,0.3,0.7,0.1,0.0,0.5,1,0.3829779085576414
82,32.8,52.3,0.0,25.0,3.5,66.1,3.6,7.6,2.0,0.8,2.4,3.6,1,0.6402437072427721
81,30.0,48.0,0.0,18.8,2.3,75.3,1.4,5.5,2.1,0.9,0.8,2.0,1,0.3999998666667111
80,27.0,46.9,0.0,0.0,1.8,73.0,0.8,1.7,8.3,1.5,0.2,3.4,1,0.31111099588481633
79,26.3,49.9,0.0,25.0,2.3,73.1,2.2,3.5,2.2,0.7,0.7,1.5,1,0.41064623169344805
52,12.8,35.6,0.3,24.5,0.8,63.8,0.9,2.0,0.3,0.4,0.1,0.9,1,0.328124743652544
82,25.9,44.8,0.1,24.1,2.6,74.2,1.7,2.3,2.3,1.3,0.1,1.7,1,0.4787642939134001
81,24.8,51.2,0.0,0.0,1.1,75.2,1.4,4.3,1.6,0.5,1.5,1.3,1,0.34274179728153337
81,24.4,44.4,0.3,32.4,1.8,82.6,0.7,1.2,1.9,0.3,0.2,1.4,1,0.4959014361059688
81,23.9,46.2,0.0,16.7,3.1,78.5,0.9,1.8,3.9,1.6,0.4,2.1,1,0.38912117609992636
80,23.2,49.6,0.0,0.0,0.9,59.0,2.2,4.1,0.9,0.4,1.8,1.4,1,0.2370688633323865
74,22.1,48.4,0.1,23.5,1.5,80.6,0.7,1.5,2.4,1.1,0.3,1.6,1,0.4796377920190986
82,21.1,46.7,0.1,23.1,1.4,77.2,1.5,2.3,1.5,0.8,0.5,0.9,0,0.4265400822084918
82,20.9,44.3,0.0,11.5,0.8,67.3,0.6,1.5,2.9,1.2,0.3,1.4,1,0.2727271422358171
79,19.4,53.6,0.0,25.0,1.8,83.7,1.3,2.6,1.2,0.7,0.5,1.3,1,0.37628846583068776
80,17.8,44.8,0.3,26.2,1.5,78.7,0.5,1.0,2.2,0.7,0.1,1.4,0,0.4662918728697344
31,12.6,45.8,0.0,0.0,0.7,65.6,1.2,2.9,0.2,0.2,0.7,0.6,0,0.24603155076861052
73,17.6,44.5,0.1,24.3,0.9,88.9,0.3,0.9,3.3,0.4,0.0,1.1,1,0.3920452317924819
82,17.2,45.1,0.0,25.0,1.5,72.8,1.4,1.5,1.9,1.3,0.3,1.5,1,0.4476741583289778
72,16.9,46.4,0.0,9.1,1.1,72.7,0.8,1.3,1.8,0.8,0.1,1.0,0,0.37278084450837606
82,16.1,41.7,0.0,26.7,2.5,79.1,0.9,1.1,3.5,1.6,0.2,2.4,1,0.49068292504166144
78,15.9,41.3,0.0,11.1,1.4,77.7,0.4,1.2,3.4,1.2,0.1,1.4,0,0.2641507772636621
67,15.8,45.6,0.2,41.4,1.3,71.9,1.6,2.1,0.8,0.6,0.1,1.2,1,0.5189870132993586
75,15.7,44.1,0.0,0.0,1.3,71.4,1.2,1.3,2.3,0.5,0.2,1.3,1,0.3885347843727488
78,13.7,50.3,0.0,40.0,0.4,60.9,0.2,0.7,0.9,0.2,0.0,0.4,1,0.3284669135278004
49,13.6,43.9,0.0,0.0,1.1,71.4,1.2,2.4,0.5,0.4,0.3,1.2,1,0.38235266003480883
78,13.3,51.7,0.0,0.0,0.4,60.8,0.8,2.1,0.8,0.3,1.1,0.8,1,0.27067648821316675
38,12.5,41.6,0.8,37.5,0.6,67.6,0.2,1.1,0.7,0.4,0.1,0.9,0,0.42399966080027135
55,12.5,45.9,0.1,26.3,0.9,77.0,0.7,0.9,1.3,0.3,0.1,0.8,0,0.4959996032003175
40,11.7,50.9,0.0,0.0,1.0,85.1,0.5,0.6,1.2,0.5,0.0,0.8,0,0.5555550807221533
47,11.1,38.8,0.0,0.0,0.7,70.0,1.0,1.5,0.9,0.2,0.4,0.7,0,0.24324302410538373
45,10.3,41.9,0.0,12.5,0.5,82.1,0.4,0.5,0.9,0.3,0.0,0.7,1,0.32038803845821506
49,9.3,44.5,0.1,18.2,0.3,61.5,0.1,0.6,3.0,0.2,0.0,0.7,1,0.31182762169072936
48,9.3,49.7,0.0,0.0,1.2,61.5,0.4,0.8,0.8,0.5,0.4,1.0,0,0.4838704474511318
39,8.5,54.4,0.0,0.0,0.5,53.8,1.0,1.9,0.5,0.5,0.3,0.5,0,0.36470545328770204
57,8.3,38.4,0.0,0.0,0.6,69.6,0.8,1.1,0.3,0.2,0.7,0.6,1,0.3493971694010007
57,8.2,39.7,0.1,23.1,0.3,78.3,0.4,0.6,0.8,0.4,0.0,0.4,1,0.25609724866189193
33,16.9,37.3,0.3,29.0,0.8,62.5,0.4,1.9,2.4,1.0,0.3,1.2,0,0.2426034067435463
53,12.4,37.9,0.6,36.0,0.3,93.8,0.7,1.8,0.4,0.3,0.0,0.2,0,0.27419332726344575
15,7.9,27.0,0.0,0.0,0.5,66.7,0.5,1.1,0.5,0.1,0.1,1.0,0,0.2405060246759181
45,7.9,57.1,0.0,0.0,0.8,41.8,0.8,1.0,0.5,0.3,0.2,0.4,0,0.46835383752678794
55,7.6,44.8,0.0,0.0,0.3,64.3,0.2,0.6,0.8,0.3,0.1,0.6,1,0.3552626904438284
35,5.6,45.5,0.0,0.0,0.1,31.3,0.8,1.0,0.2,0.0,0.1,0.6,1,0.33928510841944926
70,36.2,52.3,0.0,0.0,4.2,70.9,4.3,6.3,2.5,1.8,0.9,2.9,1,0.6546959517414497
81,34.1,47.9,0.0,22.2,3.2,74.1,4.2,6.4,2.8,1.7,0.5,2.7,1,0.5894426423921869
76,27.4,46.6,0.1,20.0,2.7,73.0,1.1,2.3,3.7,0.9,0.1,2.7,1,0.5510946893815003
82,26.8,44.8,0.2,31.7,2.5,79.2,1.9,2.5,2.1,0.8,0.8,1.6,1,0.38432821480290497
76,26.6,45.2,0.3,22.2,1.2,72.3,0.7,0.9,3.6,1.1,0.1,2.1,1,0.37218031121040934
58,11.8,53.5,0.0,0.0,0.9,71.2,0.8,1.7,0.4,0.3,0.9,0.3,0,0.27966077994849153
77,25.6,57.9,0.0,25.0,1.8,62.4,2.0,3.1,1.7,1.2,0.8,2.3,1,0.5234372955323064
78,23.5,46.2,0.2,46.7,0.6,67.2,1.0,1.8,2.5,0.7,0.1,0.9,1,0.35744665640567813
73,23.4,42.8,0.1,34.5,1.2,69.6,1.0,1.6,2.1,0.7,0.3,1.9,1,0.4444442545110024
80,20.2,46.2,0.0,0.0,1.0,69.0,1.5,2.7,1.0,0.4,0.6,1.7,1,0.25247512253706805
82,20.0,59.5,0.0,0.0,0.9,61.4,2.1,3.8,0.8,0.8,0.1,0.6,1,0.21999989000005502
74,19.5,40.8,0.0,13.3,1.8,75.3,0.5,1.3,4.9,1.2,0.2,2.5,0,0.3589741748850385
82,19.4,48.7,0.0,12.5,2.4,81.0,0.4,1.1,2.6,0.6,0.0,1.9,0,0.47938119619525976
